Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
-1,5953617.0,0.35148184158342544,35.15
3,5747410.0,0.339308062835583,33.93
-3,3036348.0,0.17925593579972487,17.93
-2,1301615.0,0.07684304133648676,7.68
5,876171.0,0.051726235769279656,5.17
-6,9232.0,0.0005450267226625737,0.05
4,8985.0,0.000530444660216987,0.05
0,4765.0,0.0002813098281506893,0.03
6,476.0,2.8101464470037373e-05,0.0
