Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
-2,2116285.0,0.3268248454740546,32.68
2,1645717.0,0.2541534832118664,25.42
5,1135627.0,0.17537860864258084,17.54
0,570611.0,0.08812133143730441,8.81
-4,556414.0,0.08592884208393511,8.59
3,410982.0,0.06346930051605426,6.35
6,22692.0,0.0035044001131687118,0.35
4,16258.0,0.002510776354657893,0.25
-6,702.0,0.00010841216637777346,0.01
