Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
3,5893733.0,0.4454921618853079,44.55
-2,4776030.0,0.36100785867447455,36.1
-4,1795985.0,0.13575390000931237,13.58
5,727464.0,0.054987138042007264,5.5
0,36500.0,0.0027589413888979594,0.28
