Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
2,2264654.0,0.3242211133549972,32.42
-2,1744710.0,0.24978288898948675,24.98
0,1157316.0,0.16568812808647676,16.57
4,961601.0,0.13766842388430137,13.77
-5,688369.0,0.0985509325393928,9.86
1,84024.0,0.012029367324341945,1.2
5,66410.0,0.009507644054193428,0.95
-3,11270.0,0.0016134791219810259,0.16
-6,6552.0,0.0009380226448287206,0.09
