Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
2,17627212.0,0.38160152469050374,38.16
-2,12116791.0,0.26230954276581986,26.23
0,6863561.0,0.14858534307105845,14.86
6,5511573.0,0.11931692091993978,11.93
-4,3460313.0,0.07491035546099808,7.49
-3,381451.0,0.008257816561956441,0.83
-1,164272.0,0.003556231448510316,0.36
4,39868.0,0.0008630797420693075,0.09
-6,16351.0,0.00035397353422733137,0.04
3,11327.0,0.0002452118049167013,0.02
