Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
2,2263208.0,0.3344097095498222,33.44
-2,1974678.0,0.291776759552999,29.18
0,888605.0,0.1312995270229337,13.13
4,868590.0,0.12834212746591567,12.83
-5,584621.0,0.08638310699092906,8.64
1,150394.0,0.022222090880748016,2.22
6,28644.0,0.004232413335559571,0.42
-6,7361.0,0.001087655165586301,0.11
-3,1669.0,0.0002466100355065258,0.02
