Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
3,77302416,0.501815740460286,50.18
-2,75012178,0.48694844992436936,48.69
-4,929145,0.006031630190833523,0.6
2,641254,0.004162759296334544,0.42
0,97667,0.000634014309766654,0.06
6,54023,0.00035069527124334673,0.04
-6,8736,5.6710547166611944e-05,0.01
