Alignment Score,Total Votes,In-Scope Vote Prop,In-Scope Vote %
5,9782564.0,0.3687995315241736,36.88
-2,5356208.2,0.2019273346850516,20.19
-4,5352654.5,0.20179336133254633,20.18
0,3287590.45,0.12394110764860287,12.39
2,2490902.0,0.09390620809356597,9.39
1,255505.0,0.009632456716059713,0.96
