Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
2,17167807.0,0.3458386458846622,34.58
6,10412705.0,0.20975980200595518,20.98
-2,8309963.0,0.16740090049192918,16.74
0,5762195.0,0.11607712715569153,11.61
-4,5087348.0,0.10248260266812438,10.25
-5,2468670.0,0.049730375576571256,4.97
-1,355146.0,0.007154274959600504,0.72
-3,38367.0,0.0007728879598108736,0.08
-6,20301.0,0.00040895557307374944,0.04
4,18587.0,0.00037442772458114285,0.04
