Alignment Score,Votes,In-Scope Vote Prop,In-Scope Vote %
-2,2295418.0,0.35457852847202787,35.46
2,1538185.0,0.23760699524781376,23.76
5,1330325.0,0.20549838020332264,20.55
0,457405.0,0.07065640846928442,7.07
-4,441563.0,0.06820925808183696,6.82
3,345712.0,0.05340293237881801,5.34
-3,28352.0,0.004379599026948004,0.44
4,18865.0,0.0029141201905817614,0.29
6,16646.0,0.002571346127348211,0.26
-6,1181.0,0.00018243180201839702,0.02
